Year,Gas,Sector (end-user),Sector detail (end-user),Sector (source),Sector detail (source),Observation status,Unit multiplier,Unit measure,Value
1995,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1996,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1997,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1998,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1999,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
2000,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
2001,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
2002,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
2003,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
2004,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
2005,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
2006,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00178488413917869
2007,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00838580710193215
2008,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0152005973053301
2009,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0205116717806871
2010,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0276259094052443
2011,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0342555615170076
2012,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0413768703187246
2013,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0479432584976251
2014,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.052824721445639
2015,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0580289125777231
2016,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0617080736655176
2017,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0633565772971876
2018,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0634916212176528
1990,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.4881848354614
1991,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.5309789663654
1992,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.54408034797382
1993,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.47988370296195
1994,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.42058423952022
1995,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.50199905372634
1996,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.5873281893663
1997,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.6568073701523
1998,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.76705804855975
1999,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.70347731883146
2000,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.72093321357487
2001,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.78610594344753
2002,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.74977184965195
2003,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.77007758320026
2004,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.8463235749755
2005,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.89235336814446
2006,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.92402676542958
2007,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),2.0125930815021
2008,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),2.00207331764286
2009,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.99419461320755
2010,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),2.0067209558248
2011,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.97754687479001
2012,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),2.04276443598245
2013,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),2.01957740229923
2014,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),2.04674318131866
2015,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),2.03511024038258
2016,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),2.01286732969706
2017,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.98520832362239
2018,,,,Transport,Railways - Railways - mobile combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.79211379487756
1990,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.48285250661176
1991,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.464121392148865
1992,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.48058385812466
1993,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.487464118398594
1994,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.510418836870879
1995,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.503655886047427
1996,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.541291819053639
1997,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.517857129337383
1998,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.510711343539817
1999,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.501862725840131
2000,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.444161249714595
2001,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.452749381804874
2002,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.370640702907663
2003,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.055294329233811
2004,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0429733477750405
2005,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00707311851519779
2006,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0044441390462967
2007,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00383867235194437
2008,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00391818857725887
2009,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00299583987819758
2010,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00335378661292523
2011,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00266938959533437
2012,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00237448757301708
2013,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00190023513782838
2014,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00178168171818271
2015,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0013221888802458
2016,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00253675179571873
2017,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00205233395356063
2018,,,,Transport,Railways - Railways - stationary combustion,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00235350762888303
1990,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),7.60841123731267
1991,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),7.5310342512464
1992,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),7.47226417764738
1993,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),7.56959160069633
1994,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),8.58393588586748
1995,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),8.95154111906009
1996,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),9.03920292274548
1997,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),8.79439716876137
1998,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),9.0291866788472
1999,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),9.18192377875805
2000,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),8.41712950684881
2001,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),7.96347928572509
2002,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),8.15335108010957
2003,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),7.74426243011591
2004,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),7.59395467613238
2005,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),7.48365737060902
2006,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),7.02225761301712
2007,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),7.11244195320295
2008,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),6.78307704157212
2009,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),6.5573419328623
2010,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),6.22567504755731
2011,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),5.87546582008086
2012,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),5.36812120821772
2013,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.99336915903705
2014,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),5.14861712423882
2015,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),5.48855904592104
2016,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),5.43659820935694
2017,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),5.33390933223279
2018,,,,Transport,Shipping - National navigation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),5.3613095131118
1990,,,,Transport,Shipping - Incidental lubricant combustion in marine engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0332852116513826
1991,,,,Transport,Shipping - Incidental lubricant combustion in marine engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0324735499570031
1992,,,,Transport,Shipping - Incidental lubricant combustion in marine engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0342173736879238
1993,,,,Transport,Shipping - Incidental lubricant combustion in marine engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0356452955911865
1994,,,,Transport,Shipping - Incidental lubricant combustion in marine engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0379361712576261
